doc_id	place	date	doc_title	doc_type	doc_text
San-Jose_2020-03-30_Miscellaneous-Agendas_Agenda.txt	San-Jose	2020-03-30	Miscellaneous-Agendas	Agenda	['task', 'force', 'members', 'hispanic', 'chamber', 'commerce', 'filam', 'chamber', 'commerce', 'silicon', 'valley', 'chamber', 'commerce', 'gardner', 'silicon', 'valley', 'chamber', 'commerce', 'jr.', 'silicon', 'valley', 'chinese', 'technology', 'association', 'silicon', 'valley', 'organization', 'mason', 'silicon', 'valley', 'vietnamese', 'american', 'chamber', 'commerce', 'winchester', 'association', 'members', 'taiwanese', 'american', 'chamber', 'commerce', 'annie', 'vietnamese', 'american', 'chamber', 'commerce', 'nga', 'alternates', 'applicable', 'duran', 'marinel', 'messersmith', 'mueller', 'khanh', 'hoang', 'vacant', 'consistent', 'governor', 'officer', 'task', 'force', 'physically', 'members', 'teleconferencing', 'remote', 'locations', 'computer', 'phone', 'https://zoom.us/j/324009572', 'id', 'tap', '+16699009128,,324009572', 'find', 'introductions', 'members', 'invited', 'appear', 'today', 'task', 'force', 'attendees', 'usually', 'given', 'forum', 'discretion', 'task', 'force', 'translator', 'given', 'allotted', 'ensure', 'non', 'english', 'opportunity', 'directly', 'task', 'force', 'a.', 'proposed', 'sick', 'memos', 'submitted', 'letters', 'reviewed', 'memo', 'items', 'remote', 'conference', 'adjournment', 'accommodation', 'alternative', 'format', 'americans', 'disabilities', 'sponsored', 'meetings', 'events', 'materials', 'tty', 'soon', 'possible', 'days', 'direct', 'correspondence', 'raania', 'mohsen', 'east', 'tel', 'raania.mohsen@sanjoseca.gov']
San-Jose_2020-09-25_Miscellaneous-Agendas_Minutes.txt	San-Jose	2020-09-25	Miscellaneous-Agendas	Minutes	['high', 'ksi', 'corridors', 'districts', 'tf', 'members', 'nikita', 'sinha', 'walks', 'vz', 'programs', 'cities', 'moving', 'away', 'traditional', 'traffic', 'enforcement', 'methods', 'response', 'pd', 'traffic', 'enforcement', 'traffic', 'violations', 'education', 'efforts', 'dot', 'keeping', 'track', 'efforts', 'senter', 'road', 'fruitdale', 'projects', 'funded', 'chosen', 'senter', 'rd', 'underway', 'fruitdale', 'pavement', 'lane', 'ragan', 'henninger', 'csj', 'dept', 'outreach', 'unsheltered', 'population', 'ots', 'approved', 'outreach', 'people', 'experiencing', 'outreach', 'audience', 'proven', 'countermeasure', 'aarp', 'outreach', 'events', 'efforts', 'depending', 'able', 'virtual', 'engagement', 'especially', 'older', 'demographics', 'salvador', 'dept', 'publicize', 'efforts', 'magazine', 'bulletin', 'forum', 'dial', 'caller', 'roads', 'safer', 'actual', 'roads', 'problem', 'lablanc', 'curtner', 'vta', 'light', 'rail', 'vz', 'corridor', 'fatality', 'canoas', 'garden', 'location', 'son', 'died', 'beekman', 'demographic', 'practices', 'engagement', 'traffic', 'enforcement', 'roemer', 'data', 'outreach', 'infrastructure', 'urgent', 'usually', 'based', 'survivor', 'driver', 'worry', 'misinterpretation', 'data', 'distracting', 'lose', 'track', 'bigger', 'picture', 'misinformation', 'filtered', 'lens', 'drivers', 'causing', 'inaccurate', 'data', 'nani', 'lavin', 'traffic', 'enforcement', 'unit', 'people', 'opposed', 'previously', 'stated', 'asks', 'teu', 'officers', 'people', 'future', 'items', 'adjourned']
Stockton_2020-05-08_Stockton-Center-Site-Authority_Agenda.txt	Stockton	2020-05-08	Stockton-Center-Site-Authority	Agenda	['based', 'academic', 'technologies', 'academic', 'programs', 'analytics', 'social', 'sciences', 'computer', 'science', 'statistics', 'deploying', 'instructional', 'computer', 'lab', 'additional', 'workstations', 'workstations', 'software', 'quantitative', 'statistics', 'graphic', 'arts', 'cybersecurity', 'monitors', 'workstations', 'art', 'touchscreen', 'interactive', 'displays', 'currently', 'piloting', 'carts', 'carts', 'enable', 'distance', 'learning', 'mou', 'agreements', 'colleges', 'faculty', 'teach', 'interact', 'students', 'turlock', 'campus', 'colleges', 'students', 'unable', 'attend', 'class', 'classrooms', 'slated', 'converted', 'technology', 'enhanced', 'active', 'learning', 'classroom', 'short', 'throw', 'projectors', 'boards', 'desks', 'modular', 'furniture', 'security', 'cybersecurity', 'routine', 'security', 'reviews', 'approves', 'security', 'controls', 'security', 'currently', 'faculty', 'develop', 'security', 'located', 'campus', 'college', 'college', 'science', 'offer', 'capstone', 'projects', 'students', 'cybersecurity', 'oit', 'anticipates', 'programs', 'grow', 'enrollment', 'grows', 'years', 'infrastructure', 'improvement', 'designed', 'flexible', 'agile', 'grow', 'enrollment', 'grows', 'additionally', 'oit', 'operating', 'principle', 'equipment', 'infrastructure', 'improvements', 'designed', 'understanding', 'approved', 'equipment', 'harvested', 'tactical', 'oit', 'projects', 'nurse', 'office-', 'secure', 'wireless', 'machines', 'data', 'ports', 'reference', 'librarian-', 'connections', 'vlan', 'distance', 'learning', 'av', 'classrooms', 'data', 'technology', 'asi', 'office-', 'data', 'wifi', 'events', 'transfer', 'advising', 'counselors-', 'spaces', 'data', 'permanent', 'faculty', 'offices', 'support-', 'spaces', 'data', 'tutoring', 'technology-', 'spaces', 'access-', 'palm', 'scan', 'system', 'security', 'hires', 'class', 'changes', 'improve', 'wireless', 'indoor', 'outdoor', 'clean', 'idf', 'mdf', 'implement', 'possible', 'capital', 'improvement', 'create', 'oit', 'management', 'desk', 'computer', 'shared', 'space', 'deploy', 'workstations', 'computer', 'lab', 'upgrade', 'layer', 'network', 'switches', 'upgrade', 'improve', 'wireless', 'backups', 'facilities', 'install', 'power', 'improve', 'cellular', 'buildings', 'design']
Hayward_2020-10-28_Council-Infrastructure-Committee_Agenda.txt	Hayward	2020-10-28	Council-Infrastructure-Committee	Agenda	['bids', 'bid', 'opening', 'award', 'start', 'end', 'prepared', 'yama', 'farouqi', 'deputy', 'works', 'recommended', 'works', 'approved', 'ii', 'preventive', 'maintenance', 'begin', 'location', 'end', 'location', 'alquire', 'pkwy', 'vanderbilt', 'st', 'amelia', 'blanche', 'st', 'barricade', 'dead', 'end', 'archcliff', 'ct', 'chicoine', 'end', 'arden', 'rd', 'corporate', 'baumberg', 'audubon', 'st', 'audubon', 'st', 'end', 'briergate', 'wy', 'vanderbilt', 'st', 'deadend', 'brookdale', 'wy', 'brookside', 'ln', 'brookfield', 'rd', 'caleb', 'pl', 'chicoine', 'end', 'chicoine', 'chicoine', 'corrine', 'st', 'corrine', 'st', 'end', 'rd', 'industrial', 'blvd', 'winton', 'fiesta', 'pl', 'gresel', 'st', 'holiday', 'st', 'cds', 'mission', 'blvd', 'brae', 'burn', 'hershey', 'wy', 'oakhill', 'wy', 'roussea', 'st', 'holiday', 'st', 'ethan', 'ct', 'woodland', 'dr', 'barricade', 'mission', 'blvd', 'lexington', 'mission', 'blvd', 'faircliff', 'st', 'pulaski', 'dr', 'pulaski', 'dr', 'medinah', 'ct', 'medinah', 'st', 'end', 'midlothian', 'wy', 'st', 'hoylake', 'st', 'mohican', 'st', 'rome', 'pl', 'ontario', 'pl', 'pl', 'muirfield', 'ct', 'treeview', 'st', 'end', 'roussea', 'st', 'carroll', 'brae', 'burn', 'shawnee', 'ct', 'treeview', 'st', 'cds', 'tippicanoe', 'carlyle', 'st', 'pulaski', 'dr', 'treeview', 'st', 'fairway', 'st', 'briergate', 'wy', 'valley', 'forge', 'st', 'schyukill', 'revere', 'veril', 'wy', 'chicoine', 'dead', 'end', 'willowbrook', 'rd', 'arrowhead', 'wy', 'ashbrook', 'wy', 'woodland', 'dr', 'vanderbilt', 'st', 'barricade', 'rehabilitation', 'treatment', 'alpine', 'wy', 'begin', 'location', 'end', 'location', 'rd', 'american', 'arden', 'rd', 'eden', 'landing', 'rd', 'corporate', 'arrowhead', 'wy', 'mission', 'blvd', 'industrial', 'blvd', 'becker', 'pl', 'carroll', 'birkdale', 'wy', 'bernice', 'wy', 'trevor', 'chicoine']
Alameda_2020-02-18_City-Council_Agenda.txt	Alameda	2020-02-18	City-Council	Agenda	['emprise', 'llc', 'dba', 'precision', 'concrete', 'cutting', 'trip', 'hazard', 'removal', 'works', 'attachments', 'exhibit', 'step', 'procurement', 'process', 'integrated', 'waste', 'franchise', 'entering', 'sole', 'source', 'negotiations', 'industries', 'works', 'attachments', 'exhibit', 'procurement', 'adoption', 'appointing', 'engineer', 'island', 'landscaping', 'locations', 'works', 'attachments', 'exhibit', 'maps', 'adoption', 'appointing', 'engineer', 'maintenance', 'assessment', 'marina', 'cove', 'works', 'attachments', 'exhibit', 'passage', 'approving', 'lease', 'authorizing', 'documents', 'necessary', 'implement', 'terms', 'lease', 'extension', 'options', 'reasonable', 'discretionary', 'shelter', 'peace', 'non', 'profit', 'corporation', 'diego', 'road', 'located', 'point', 'operate', 'transitional', 'refugees', 'passage', 'amending', 'amending', 'provisions', 'article', 'viii', 'sunshine', 'chapter', 'ii', 'administration', 'including', 'provisions', 'related', 'access', 'meetings', 'records', 'sunshine', 'enforcement', 'including', 'recommendations', 'eliminate', 'null', 'void', 'cure', 'remedies', 'replace', 'remedies', 'recommendations', 'cure', 'correct', 'passage', 'amending', 'adding', 'personal', 'wireless', 'facilities', 'right', 'way', 'amending', 'limitation', 'power', 'contracts', 'exempt', 'master', 'license', 'agreements', 'assets', 'personal', 'wireless', 'facility', 'installation', 'works', 'items', 'memorandum', 'understanding', 'mou', 'east', 'bay', 'regional', 'ebrpd', 'related', 'northwest', 'territories', 'regional', 'shoreline', 'point', 'northwest', 'territories', 'regional', 'disposition', 'exempt', 'surplus', 'lands', 'amended', 'proposed', 'leased', 'ebrpd', 'located', 'trust', 'lands', 'recreation', 'attachments', 'exhibit', 'mou', 'exhibit', 'enforcement', 'response', 'november', 'referral', 'direction', 'potential', 'future', 'changes', 'existing', 'enforcement', 'attachments', 'exhibit', 'november', 'referral', 'exhibit', 'enforcement', 'reports', 'status', 'exhibit', 'approved', 'enforcement', 'priorities', 'introduction', 'amending', 'amending', 'citations', 'chapter', 'concerning', 'enforcement', 'citations', 'attachments', 'introduction', 'amending', 'adding', 'establish', 'procedures', 'expediting', 'processing', 'electric', 'vehicle', 'charging', 'stations', 'attachments']
Sunnyvale_2020-08-17_Sustainability-Commission_Agenda.txt	Sunnyvale	2020-08-17	Sustainability-Commission	Agenda	['research', 'conducted', 'fisher', 'nickel', 'runs', 'foodservice', 'technology', 'pacific', 'gas', 'electric', 'company', 'timothy', 'gutowski', 'mit', 'restaurant', 'visits', 'capita', 'country', 'foodservice', 'technology', 'foodservice', 'consulting', 'foodservice', 'appliance', 'types', 'typical', 'foodservice', 'facility', 'range', 'oven', 'griddle', 'broiler', 'quick', 'restaurants', 'fryers', 'popular', 'items', 'restaurants', 'ranges', 'popular', 'items', 'appliance', 'lines', 'vary', 'restaurant', 'restaurant', 'appliances', 'placed', 'ventilation', 'hood', 'larger', 'institutional', 'facilities', 'ventilation', 'hoods', 'quick', 'facilities', 'designed', 'hoods', 'paired', 'appliance', 'type', 'range', 'ranges', 'popular', 'appliance', 'types', 'heating', 'pot', 'direct', 'flame', 'dining', 'restaurants', 'ranges', 'smaller', 'pans', 'food', 'heated', 'short', 'period', 'stocks', 'soups', 'prepared', 'ranges', 'larger', 'pots', 'simmered', 'hours', 'figure', 'burner', 'range', 'figure', 'range', 'doubletree', 'restaurant', 'range', 'design', 'changed', 'years', 'typical', 'range', 'burners', 'gas', 'supplied', 'appliance', 'manifold', 'supplied', 'burner', 'cast', 'iron', 'tube', 'nozzle', 'burners', 'usually', 'circular', 'shape', 'star', 'shaped', 'burners', 'burners', 'pilot', 'remains', 'lit', 'consumes', 'close', 'kbtu', 'burner', 'properly', 'adjusted', 'dining', 'restaurants', 'ranges', 'therm', 'range', 'attributed', 'pilot', 'figure', 'typical', 'range', 'energy', 'profile', 'spark', 'ignition', 'systems', 'widely', 'residential', 'sector', 'adapted', 'commercial', 'foodservice', 'industry', 'reliability', 'issues', 'automatic', 'ignition', 'needs', 'wire', 'running', 'burner', 'create', 'spark', 'cleans', 'equipment', 'wires', 'disturbed', 'spark', 'gets', 'fouled', 'spilled', 'food', 'bent', 'cleaning', 'practices', 'days', 'monitored', 'figure', 'range', 'energy', 'usage', 'consistency', 'comparison', 'different', 'burner', 'designs', 'market', 'shown', 'energy', 'savings', 'design', 'energy', 'savings', 'opportunity', 'pilot', 'energy', 'reduction', 'cooking', 'vessel', 'pots', 'pans', 'heatsink']
Cupertino_2020-01-15_Bicycle-Pedestrian-Commission_Minutes.txt	Cupertino	2020-01-15	Bicycle-Pedestrian-Commission	Minutes	['separated', 'bike', 'lanes', 'proposed']
Cupertino_2020-04-07_City-Council_Agenda.txt	Cupertino	2020-04-07	City-Council	Agenda	['da-2018', '01', 'applicant(s', 'anza', 'properties', 'location', 'anza', 'blvd', 'apn', 'recommended', 'aa', 'denying', 'petition', 'requirements', 'cupertino', 'cmc', 'introduce', 'reading', 'cupertino', 'approving', 'hotel', 'associated', 'improvements', 'located', 'n.', 'anza', 'blvd', 'apn', 'cover', 'a.', 'attachments', 'petition', 'reconsideration', 'councils', 'anza', 'hotel', 'aa', 'ab', 'ea-2018', 'mitigated', 'negative', 'declaration', 'mitigation', 'measures', 'mitigation', 'monitoring', 'reporting', 'ac', 'petition', 'reconsideration', 'filed', 'lozeau', 'lozeau', 'drury', 'ad', 'initial', 'mitigated', 'negative', 'declaration', 'response', 'comments', 'memo', 'dated', 'ae', '-initial', 'mitigated', 'negative', 'declaration', 'dated', 'af', 'initial', 'mitigated', 'negative', 'declaration', 'responses', 'comments', 'memo', 'dated', 'ag', 'initial', 'mitigated', 'negative', 'declaration', 'responses', 'comments', 'memo', 'dated', 'ah', 'plans', 'b.', 'attachments', 'reading', 'hotel', 'operations', 'underground', 'rooms', 'ground', 'floor', 'restaurant', 'sep', 'ba', 'da-2018', 'northwest', 'properties', 'ordinances', 'items', 'tenants', 'risk', 'eviction', 'impacts', 'novel', 'continued', 'recommended', 'contributing', 'market', 'rate', 'bmr', 'affordable', 'ahf', 'human', 'hsg', 'west', 'valley', 'wvcs', 'tenants', 'risk', 'eviction', 'impacts', 'contribution', 'wvcs', 'continued', 'necessary', 'comments', 'future', 'items', 'adjournment', 'cupertino', 'provisions', 'procedure', 'litigation', 'challenging', 'decision', 'brought', 'days', 'decision', 'announced', 'shorter', 'required', 'federal', 'seeking', 'judicial', 'adjudicatory', 'quasi', 'judicial', 'decision', 'interested', 'petition', 'reconsideration', 'days', 'mails', 'decision', 'reconsideration', 'petitions', 'comply', 'requirements', 'cupertino', 'reconsideration', 'petition', 'form', 'compliance', 'americans', 'disabilities', 'attend', 'visually', 'impaired', 'disability', 'needs', 'hours', 'advance', 'arrange', 'addition', 'advance', 'disability', 'agendas', 'writings', 'distributed', 'records', 'alternative', 'format', 'writings', 'documents', 'provided', 'majority', 'cupertino', 'publication', 'inspection', 'located', 'torre', 'normal', 'hours', 'archives', 'linked', 'cupertino', 'web', 'advised', 'cupertino', 'sent', 'cupertino', 'concerning', 'included', 'supplemental', 'material', 'agendized', 'website', 'kept', 'archives', 'admonished', 'personal', 'private', 'constitute', 'waiver', 'privacy', 'rights', 'provided']
San-Francisco_2020-07-30_Government-Audit-And-Oversight-Committee_Agenda.txt	San-Francisco	2020-07-30	Government-Audit-And-Oversight-Committee	Agenda	['taken', 'eliminating', 'streamlined', 'contracting', 'homeless', 'sponsors', 'amending', 'works', 'adhere', 'environment', 'provisions', 'requiring', 'competitive', 'bidding', 'equal', 'benefits', 'enterprise', 'utilization', 'requirements', 'professional', 'relating', 'projects', 'addressing', 'requiring', 'supportive', 'engage', 'competitive', 'bidding', 'professional', 'relating', 'sites', 'programs', 'people', 'experiencing', 'audit', 'oversight', 'referred', 'selection', 'contractors', 'pre', 'qualified', 'needed', 'works', 'professional', 'reform', 'sponsors', 'amending', 'notification', 'prequalified', 'contractors', 'written', 'documentation', 'contractor', 'selection', 'pre', 'qualified', 'lists', 'written', 'documentation', 'contractor', 'selection', 'needed', 'works', 'professional', 'contracts', 'audit', 'selection', 'documentation', 'audit', 'oversight', 'audit', 'oversight', 'following', 'documents', 'analyst', 'cover', 'letter', 'correspondence', 'items', 'dr.', 'b.', 'goodlett', 'reception', 'desk', 'body', 'standing', 'committees', 'ordinances', 'resolutions', 'hearings', 'members', 'urged', 'testify', 'hold', 'measures', 'heard', 'procedures', 'procedures', 'persons', 'audience', 'vocally', 'express', 'opposition', 'statements', 'persons', 'testifying', 'ringing', 'cell', 'phones', 'pagers', 'similar', 'sound', 'producing', 'electronic', 'devices', 'bringing', 'displaying', 'signs', 'standing', 'allotted', 'maximum', 'set', 'beginning', 'excluding', 'representatives', 'speakers', 'interpretation', 'allowed', 'testify', 'testimony', 'simultaneous', 'interpretation', 'speakers', 'governed', 'testimony', 'applied', 'speakers', 'requesting', 'interpretation', 'members', 'want', 'displayed', 'advance', 'bos.legislation@sfgov.org', 'clearly', 'testimony', 'subsequently', 'removed', 'want', 'screen', 'return', 'live', 'coverage', 'important', 'encouraged', 'testify', 'meetings', 'persons', 'unable', 'attend', 'proceedings', 'begin', 'written', 'comments', 'items', 'comments', 'official', 'brought', 'attention', 'written', 'expected', 'official', 'submitted', 'dr.', 'b.', 'goodlett', 'delivered', 'encouraged', 'bring', 'copies', 'distribution', 'members', 'copyright', 'system', 'content', 'broadcasted', 'live', 'proceedings', 'secured', 'high', 'bandwidth', 'digital', 'content', 'protection', 'hdcp', 'prevents', 'copyrighted', 'encrypted', 'content', 'displayed']
San-Leandro_2020-06-01_City-Council_Minutes.txt	San-Leandro	2020-06-01	City-Council	Minutes	['welcome', 'leandro', 'councilmembers', 'pauline', 'russo', 'jr.', 'corina', 'n.', 'url', 'https://zoom.us/j/506831637', 'leandro', 'conducted', 'accordance', 'governor', 'declaration', 'related', 'governor', 'issued', 'called', 'pledge', 'allegiance', 'flag', 'councilmembers', 'participated', 'telephone', 'conference', 'reported', 'addition', 'items', 'leandro', 'ratifying', 'proclamation', 'unrest', 'seconded', 'taken', 'follows', '7-', 'absent', 'leandro', 'recognitions', 'proclamation', 'recognizing', 'honoring', 'leandro', 'residents', 'graduating', 'school', 'promoting', 'workplace', 'month', 'presented', 'proclamation', 'declaring', 'pride', 'month', 'celebrating', '26th', 'anniversary', 'lavender', 'seniors', 'east', 'bay', 'presented', 'ms.', 'eagan', 'mr.', 't.', 'west', 'presentations', 'assessment', 'treatment', 'transport', 'catt', 'ms.', 'marxer', 'mr.', 'deterline', 'mr.', 'katz', 'lacabe', 'presented', 'hearings', 'leandro', 'proposed', 'amendments', 'u.s.', 'urban', 'hud', 'fy', 'consolidated', 'fy', 'citizen', 'participation', 'opened', 'testimony', 'portion', 'testimony', 'portion', 'closed', 'filed', 'directing', 'hold', 'publish', 'amendments', 'fy', 'consolidated', 'fy', 'citizen', 'participation', 'period', 'set', 'amendments', 'fy', 'consolidated', 'fy', 'citizen', 'participation', 'seconded', 'carried', 'following', 'leandro', 'enactment', 'min', 'reports', 'items', 'removed', 'items', 'removed', 'seconded', 'carried', 'following', 'approved', 'submitted', 'leandro', 'authorizing', 'submittal', 'application', 'early', 'leap', 'grants', 'element', 'preparation', 'related', 'activities', 'filed', 'leandro', 'authorizing', 'application', 'element', 'preparation', 'related', 'activities', 'enactment', 'reso', 'leandro', 'non', 'represented', 'comply', 'minimum', 'wage', 'filed', 'leandro', 'leandro', 'non', 'represented', 'comply', 'minimum', 'wage', 'enactment', 'reso', 'removed', 'items', 'removed', 'leandro', 'non', 'professional', 'arborist', 'yarwood', 'sycamore', 'tree', 'trimming', 'trees', 'total', 'filed', 'leandro', 'approving', 'non', 'professional', 'arborist', 'yarwood', 'sycamore', 'tree', 'trimming', 'enactment', 'reso', 'removed', 'items', 'removed', 'leandro', 'amending']
Cupertino_2020-04-02_Environmental-Review-Committee_Agenda.txt	Cupertino	2020-04-02	Environmental-Review-Committee	Agenda	['cancellation', 'given', 'thursday', 'cancelled', 'lack', 'thursday', 'dated', '26th', 'dir']
San-Francisco_2020-09-16_Budget-And-Finance-Committee_Agenda.txt	San-Francisco	2020-09-16	Budget-And-Finance-Committee	Agenda	['dr.', 'b.', 'goodlett', 'members', 'shamann', 'wednesday', 'watch', 'sf', 'cable', 'channel', 'depending', 'provider', 'watch', 'id', 'accordance', 'governor', 'declaring', 'outbreak', 'london', 'n.', 'proclamation', 'declaring', 'issued', 'including', 'guidance', 'gatherings', 'issued', 'officer', 'aggressive', 'issued', 'reduce', 'spread', 'authorized', 'meetings', 'convene', 'microsoft', 'teams', 'remote', 'visit', 'sfgovtv', 'website', 'stream', 'live', 'meetings', 'watch', 'meetings', 'demand', 'members', 'encouraged', 'detailed', 'instructions', 'participating', 'members', 'phone', 'comments', 'comments', 'official', 'regularly', 'scheduled', 'meetings', 'begin', 'a.m.', 'wednesday', 'month', 'agendas', 'associated', 'documents', 'id', 'disease', 'progresses', 'visit', 'website', 'www.sfbos.org', 'regularly', 'updated', 'current', 'situation', 'affects', 'process', 'assistant', 'setting', 'rate', 'establishing', 'pass', 'rate', 'residential', 'tenants', 'fy2020', 'levying', 'taxes', 'combined', 'rate', 'valuation', 'taxable', 'unified', 'school', 'education', 'college', 'bay', 'transit', 'bay', 'air', 'quality', 'management', 'establishing', 'pass', 'rate', 'assessed', 'value', 'residential', 'tenants', 'ending', 'home', 'detention', 'electronic', 'monitoring', 'regulations', 'administrator', 'evidence', 'financial', 'responsibility', 'fy2020', 'approving', 'sheriff', 'home', 'detention', 'electronic', 'monitoring', 'regulations', 'approving', 'evidence', 'financial', 'responsibility', 'demonstrated', 'administrator', 'sentinel', 'offender', 'llc', 'fy2020', 'sheriff', 'continued', 'mental', 'expenditure', 'fys', 'authorizing', 'adoption', 'mental', 'expenditure', 'integrated', 'fys', 'retroactive', 'allied', 'security', 'security', 'retroactively', 'approving', 'human', 'allied', 'security', 'provision', 'unarmed', 'security', 'total', 'commence', 'revise', 'end', 'days', 'expiration', 'declared', 'human', 'mrg', 'llc', 'boarding', 'news', 'multi', 'concept', 'retail', 'store', 'minimum', 'guarantee', 'approving', 'boarding', 'news', 'multi', 'concept', 'retail', 'store', 'mrg', 'llc', 'tenant', 'acting', 'airport', 'years', 'options', 'extend', 'minimum', 'guarantee', 'commence', 'following', 'airport']
Hayward_2020-07-21_City-Council_Agenda.txt	Hayward	2020-07-21	City-Council	Agenda	['modification', 'existing', 'planned', 'zoning', 'application', 'mitigated', 'negative', 'declaration', 'mitigation', 'monitoring', 'reporting', 'barghausen', 'engineering', 'behalf', 'costco', 'wholesale', 'corporation', 'applicant', 'ii', 'iv', 'plans', 'initial', 'mitigated', 'negative', 'declaration', 'vi', 'response', 'comments', 'vii', 'applicant', 'response', 'viii', 'pc', 'items', 'non', 'items', 'direct', 'items', 'formal', 'taken', 'formal', 'placed', 'subsequent', 'ws', 'lb', 'attachments', 'engagement', 'chief', 'toney', 'chaplin', 'distributed', 'later', 'league', 'cities', 'conference', 'designating', 'voting', 'delegates', 'alternates', 'conference', 'lens', 'ii', 'designation', 'voting', 'delegates', 'comments', 'reports', 'reports', 'seminars', 'events', 'upcoming', 'activities', 'events', 'items', 'interest', 'members', 'meetings', 'attendance', 'intergovernmental', 'conferences', 'reimbursable', 'comply', 'ab', 'requirements', 'expenses', 'official', 'activities', 'topic', 'forward', 'referral', 'memorandum', 'members', 'bring', 'memo', 'considered', 'entire', 'intent', 'referrals', 'orderly', 'means', 'possible', 'direction', 'appointed', 'officers', 'applicable', 'referrals', 'adjournment', 'interviews', 'desiring', 'granted', 'presiding', 'officer', 'accordance', 'hearings', 'presiding', 'officer', 'members', 'speakers', 'asked', 'speaking', 'expected', 'honor', 'allotted', 'cards', 'maximum', 'discretion', 'shorten', 'lengthen', 'listed', 'issues', 'presented', 'writing', 'challenging', 'decision', 'issues', 'raised', 'c.s.', 'procedure', 'procedure', 'filing', 'imposes', 'deadline', 'set', 'forth', 'challenging', 'submitted', 'distribution', 'materials', 'related', '4th', 'floor', 'normal', 'hours', 'online', 'version', 'reports', 'items', 'website', 'comments', 'submitted', 'posted', 'website', 'cable', 'channel', 'website', 'meetings', 'broadcast', 'simultaneously', 'connection', 'inspection', 'provided', 'americans', 'disabilities', 'hours', 'advance', 'contacting', 'tdd', 'interested', 'accommodations', 'disabilities', 'accommodation', 'compliance', 'provided', 'contacting', 'interested', 'accommodation', 'hours', 'language', 'ensure', 'interpreters', 'advance', 'childcare', 'provided', 'countywide', 'in-']
San-Jose_2020-06-16_City-Council_Agenda.txt	San-Jose	2020-06-16	City-Council	Agenda	['physical', 'environment', 'pp17', 'mechanism', 'activity', 'commitment', 'result', 'significant', 'physical', 'environment', 'attachments', 'attachments', 'operating', 'capital', 'capital', 'improvement', 'proposed', 'fees', 'charges', 'tpac', 'supplemental', 'a)(1', 'a)(2', 'a)(3', 'extension', 'banking', 'agreements', 'wells', 'fargo', 'bank', 'authorizing', 'amendments', 'extend', 'terms', 'current', 'agreements', 'wells', 'fargo', 'banking', 'lockbox', 'merchant', 'securities', 'custodial', 'appropriation', 'requests', 'proposals', 'banking', 'lockbox', 'merchant', 'securities', 'custodial', 'pp17', '003', 'contracts', 'resulting', 'physical', 'changes', 'environment', 'aviation', 'utility', 'neighborhood', 'economic', 'attachments', 'actions', 'related', 'acquisition', 'vista', 'montana', 'drive', 'authorizing', 'delaware', 'retail', 'control', 'et', 'purchase', 'approximately', 'acres', 'located', 'western', 'corner', 'vista', 'montana', 'renaissance', 'drive', 'identified', 'documents', 'necessary', 'effectuate', 'transfer', 'exclusive', 'negotiating', 'charities', 'corporation', 'proposal', 'future', 'affordable', 'vista', 'montana', 'statutorily', 'exempt', 'er20', 'guidelines', 'feasibility', 'studies', 'economic', 'replacement', 'loan', 'commitment', 'eden', 'affordable', 'apartment', 'located', 'gallup', 'drive', 'mesa', 'drive', 'known', 'gallup', 'mesa', 'apartments', 'approving', 'total', 'commitment', 'moderate', 'income', 'asset', 'affordable', 'permanent', 'loan', 'totaling', 'eden', 'developer', 'unit', 'affordable', 'located', 'gallup', 'drive', 'mesa', 'drive', 'offer', 'rent-', 'income', 'restricted', 'apartments', 'extremely', 'income', 'income', 'income', 'households', 'authorizing', 'loan', 'documents', 'documents', 'permanent', 'financing', 'approving', 'loan', 'value', 'ratio', 'greater', 'loan', 'approving', 'following', 'affordability', 'mix', 'flexibility', 'compromising', 'intent', 'providing', 'affordable', 'permanent', 'supportive', 'units', 'income', 'restricted', 'median', 'income', 'ami', 'unit', 'income', 'restricted', 'ami', 'units', 'income', 'restricted', 'ami', 'units', 'income', 'restricted', 'ami', 'units', 'income', 'restricted', 'ami', 'units', 'income', 'restricted', 'ami', 'unit', 'unrestricted']
